numero_controle_pncp;numero_item;sequencial_resultado;ni_fornecedor;nome_fornecedor;tipo_pessoa;porte_fornecedor;quantidade_homologada;valor_unitario_homologado;valor_total_homologado;situacao_resultado_id;situacao_resultado_nome;data_resultado;data_cancelamento_raw;cancelado_efetivo;motivo_avaliacao_cancelamento;motivo_cancelamento_raw;reserva_remanescente_codigo;reserva_remanescente_nome;ordem_classificacao_srp;raw_json;captured_at
30144641000180-1-000001/2026;7015263;1;29470221000105;P C Silva Nunes LTDA;PJ;EPP;18.0;83.0;1494.0;1;Informado;2026-02-25;;0;sentinela/ausente sem motivo nem situacao de cancelamento -> nao cancelado;;1;Não se aplica;1.0;"{""indicadorSubcontratacao"": false, ""numeroItem"": 7015263, ""dataInclusao"": ""2026-02-25T09:31:28"", ""niFornecedor"": ""29470221000105"", ""dataCancelamento"": null, ""dataAtualizacao"": ""2026-02-25T09:31:28"", ""tipoPessoa"": ""PJ"", ""nomeRazaoSocialFornecedor"": ""P C Silva Nunes LTDA"", ""valorTotalHomologado"": 1494.0, ""reservaRemanescente"": {""codigo"": 1, ""nome"": ""Não se aplica""}, ""timezoneCotacaoMoedaEstrangeira"": null, ""moedaEstrangeira"": null, ""valorNominalMoedaEstrangeira"": null, ""dataCotacaoMoedaEstrangeira"": null, ""codigoPais"": ""BRA"", ""porteFornecedorId"": 2, ""quantidadeHomologada"": 18.0, ""valorUnitarioHomologado"": 83.0, ""percentualDesconto"": 94.4909, ""amparoLegalMargemPreferencia"": null, ""amparoLegalCriterioDesempate"": null, ""paisOrigemProdutoServico"": null, ""localidadeExterior"": null, ""ordemClassificacaoSrp"": 1, ""dataResultado"": ""2026-02-25"", ""motivoCancelamento"": null, ""numeroControlePNCPCompra"": ""30144641000180-1-000001/2026"", ""situacaoCompraItemResultadoId"": 1, ""porteFornecedorNome"": ""EPP"", ""situacaoCompraItemResultadoNome"": ""Informado"", ""sequencialResultado"": 1, ""naturezaJuridicaNome"": null, ""localidadeFornecedor"": null, ""aplicacaoMargemPreferencia"": false, ""aplicacaoBeneficioMeEpp"": false, ""aplicacaoCriterioDesempate"": false, ""naturezaJuridicaId"": null}";2026-09-12T20:13:06.159926
00394452000103-1-025161/2025;5;1;34642561000106;A. N. GOMES LTDA;PJ;ME;60.0;3.48;208.8;1;Informado;2026-03-24;;0;sentinela/ausente sem motivo nem situacao de cancelamento -> nao cancelado;;1;Não se aplica;1.0;"{""indicadorSubcontratacao"": false, ""numeroItem"": 5, ""dataInclusao"": ""2026-03-24T14:36:12"", ""niFornecedor"": ""34642561000106"", ""dataCancelamento"": null, ""dataAtualizacao"": ""2026-03-24T14:36:12"", ""tipoPessoa"": ""PJ"", ""nomeRazaoSocialFornecedor"": ""A. N. GOMES LTDA"", ""valorTotalHomologado"": 208.8, ""reservaRemanescente"": {""codigo"": 1, ""nome"": ""Não se aplica""}, ""timezoneCotacaoMoedaEstrangeira"": null, ""moedaEstrangeira"": null, ""valorNominalMoedaEstrangeira"": null, ""dataCotacaoMoedaEstrangeira"": null, ""codigoPais"": ""BRA"", ""porteFornecedorId"": 1, ""quantidadeHomologada"": 60.0, ""valorUnitarioHomologado"": 3.48, ""percentualDesconto"": 0.0, ""amparoLegalMargemPreferencia"": null, ""amparoLegalCriterioDesempate"": null, ""paisOrigemProdutoServico"": null, ""localidadeExterior"": null, ""ordemClassificacaoSrp"": 1, ""dataResultado"": ""2026-03-24"", ""motivoCancelamento"": null, ""numeroControlePNCPCompra"": ""00394452000103-1-025161/2025"", ""situacaoCompraItemResultadoId"": 1, ""porteFornecedorNome"": ""ME"", ""situacaoCompraItemResultadoNome"": ""Informado"", ""sequencialResultado"": 1, ""naturezaJuridicaNome"": ""Sociedade Empresária Limitada"", ""localidadeFornecedor"": null, ""aplicacaoMargemPreferencia"": false, ""aplicacaoBeneficioMeEpp"": false, ""aplicacaoCriterioDesempate"": false, ""naturezaJuridicaId"": ""2062""}";2026-09-12T20:13:10.362503
55515312000120-1-000015/2026;7;1;41835803000143;CARVALHO COMERCIO & SERVICOS LTDA;PJ;ME;4050.0;8.39;33979.5;1;Informado;2026-06-08;;0;sentinela/ausente sem motivo nem situacao de cancelamento -> nao cancelado;;1;Não se aplica;1.0;"{""indicadorSubcontratacao"": false, ""numeroItem"": 7, ""dataInclusao"": ""2026-06-08T12:20:35"", ""niFornecedor"": ""41835803000143"", ""dataCancelamento"": null, ""dataAtualizacao"": ""2026-06-17T22:42:46"", ""tipoPessoa"": ""PJ"", ""nomeRazaoSocialFornecedor"": ""CARVALHO COMERCIO & SERVICOS LTDA"", ""valorTotalHomologado"": 33979.5, ""reservaRemanescente"": {""codigo"": 1, ""nome"": ""Não se aplica""}, ""timezoneCotacaoMoedaEstrangeira"": null, ""moedaEstrangeira"": null, ""valorNominalMoedaEstrangeira"": null, ""dataCotacaoMoedaEstrangeira"": null, ""codigoPais"": ""BRA"", ""porteFornecedorId"": 1, ""quantidadeHomologada"": 4050.0, ""valorUnitarioHomologado"": 8.39, ""percentualDesconto"": 43.9919, ""amparoLegalMargemPreferencia"": null, ""amparoLegalCriterioDesempate"": null, ""paisOrigemProdutoServico"": null, ""localidadeExterior"": null, ""ordemClassificacaoSrp"": 1, ""dataResultado"": ""2026-06-08"", ""motivoCancelamento"": null, ""numeroControlePNCPCompra"": ""55515312000120-1-000015/2026"", ""situacaoCompraItemResultadoId"": 1, ""porteFornecedorNome"": ""ME"", ""situacaoCompraItemResultadoNome"": ""Informado"", ""sequencialResultado"": 1, ""naturezaJuridicaNome"": ""Natureza Jurídica não informada"", ""localidadeFornecedor"": null, ""aplicacaoMargemPreferencia"": false, ""aplicacaoBeneficioMeEpp"": false, ""aplicacaoCriterioDesempate"": false, ""naturezaJuridicaId"": ""8885""}";2026-09-12T20:13:29.162207
12456167000140-1-000005/2026;7321371;1;37914628000102;GRAFICA DIGITAL PRINT LTDA;PJ;EPP;300.0;14.0;4200.0;1;Informado;2026-05-25;;0;sentinela/ausente sem motivo nem situacao de cancelamento -> nao cancelado;;1;Não se aplica;1.0;"{""indicadorSubcontratacao"": false, ""numeroItem"": 7321371, ""dataInclusao"": ""2026-05-25T09:09:13"", ""niFornecedor"": ""37914628000102"", ""dataCancelamento"": null, ""dataAtualizacao"": ""2026-05-25T09:09:13"", ""tipoPessoa"": ""PJ"", ""nomeRazaoSocialFornecedor"": ""GRAFICA DIGITAL PRINT LTDA"", ""valorTotalHomologado"": 4200.0, ""reservaRemanescente"": {""codigo"": 1, ""nome"": ""Não se aplica""}, ""timezoneCotacaoMoedaEstrangeira"": null, ""moedaEstrangeira"": null, ""valorNominalMoedaEstrangeira"": null, ""dataCotacaoMoedaEstrangeira"": null, ""codigoPais"": ""BRA"", ""porteFornecedorId"": 2, ""quantidadeHomologada"": 300.0, ""valorUnitarioHomologado"": 14.0, ""percentualDesconto"": 99.8922, ""amparoLegalMargemPreferencia"": null, ""amparoLegalCriterioDesempate"": null, ""paisOrigemProdutoServico"": null, ""localidadeExterior"": null, ""ordemClassificacaoSrp"": 1, ""dataResultado"": ""2026-05-25"", ""motivoCancelamento"": null, ""numeroControlePNCPCompra"": ""12456167000140-1-000005/2026"", ""situacaoCompraItemResultadoId"": 1, ""porteFornecedorNome"": ""EPP"", ""situacaoCompraItemResultadoNome"": ""Informado"", ""sequencialResultado"": 1, ""naturezaJuridicaNome"": null, ""localidadeFornecedor"": null, ""aplicacaoMargemPreferencia"": false, ""aplicacaoBeneficioMeEpp"": false, ""aplicacaoCriterioDesempate"": false, ""naturezaJuridicaId"": null}";2026-09-12T20:13:32.470150
12456167000140-1-000005/2026;7321372;1;37914628000102;GRAFICA DIGITAL PRINT LTDA;PJ;EPP;300.0;14.0;4200.0;1;Informado;2026-05-25;;0;sentinela/ausente sem motivo nem situacao de cancelamento -> nao cancelado;;1;Não se aplica;1.0;"{""indicadorSubcontratacao"": false, ""niFornecedor"": ""37914628000102"", ""dataCancelamento"": null, ""dataAtualizacao"": ""2026-05-25T09:09:15"", ""tipoPessoa"": ""PJ"", ""nomeRazaoSocialFornecedor"": ""GRAFICA DIGITAL PRINT LTDA"", ""dataInclusao"": ""2026-05-25T09:09:15"", ""numeroItem"": 7321372, ""valorTotalHomologado"": 4200.0, ""reservaRemanescente"": {""codigo"": 1, ""nome"": ""Não se aplica""}, ""timezoneCotacaoMoedaEstrangeira"": null, ""moedaEstrangeira"": null, ""valorNominalMoedaEstrangeira"": null, ""dataCotacaoMoedaEstrangeira"": null, ""codigoPais"": ""BRA"", ""porteFornecedorId"": 2, ""quantidadeHomologada"": 300.0, ""valorUnitarioHomologado"": 14.0, ""percentualDesconto"": 99.8922, ""amparoLegalMargemPreferencia"": null, ""amparoLegalCriterioDesempate"": null, ""paisOrigemProdutoServico"": null, ""localidadeExterior"": null, ""ordemClassificacaoSrp"": 1, ""dataResultado"": ""2026-05-25"", ""motivoCancelamento"": null, ""numeroControlePNCPCompra"": ""12456167000140-1-000005/2026"", ""aplicacaoMargemPreferencia"": false, ""aplicacaoBeneficioMeEpp"": false, ""situacaoCompraItemResultadoId"": 1, ""porteFornecedorNome"": ""EPP"", ""situacaoCompraItemResultadoNome"": ""Informado"", ""sequencialResultado"": 1, ""naturezaJuridicaNome"": null, ""localidadeFornecedor"": null, ""aplicacaoCriterioDesempate"": false, ""naturezaJuridicaId"": null}";2026-09-12T20:13:33.361543
12456167000140-1-000005/2026;7321373;1;37914628000102;GRAFICA DIGITAL PRINT LTDA;PJ;EPP;300.0;14.0;4200.0;1;Informado;2026-05-25;;0;sentinela/ausente sem motivo nem situacao de cancelamento -> nao cancelado;;1;Não se aplica;1.0;"{""indicadorSubcontratacao"": false, ""numeroItem"": 7321373, ""dataInclusao"": ""2026-05-25T09:09:17"", ""niFornecedor"": ""37914628000102"", ""dataCancelamento"": null, ""dataAtualizacao"": ""2026-05-25T09:09:17"", ""tipoPessoa"": ""PJ"", ""nomeRazaoSocialFornecedor"": ""GRAFICA DIGITAL PRINT LTDA"", ""valorTotalHomologado"": 4200.0, ""reservaRemanescente"": {""codigo"": 1, ""nome"": ""Não se aplica""}, ""timezoneCotacaoMoedaEstrangeira"": null, ""moedaEstrangeira"": null, ""valorNominalMoedaEstrangeira"": null, ""dataCotacaoMoedaEstrangeira"": null, ""codigoPais"": ""BRA"", ""porteFornecedorId"": 2, ""quantidadeHomologada"": 300.0, ""valorUnitarioHomologado"": 14.0, ""percentualDesconto"": 99.8922, ""amparoLegalMargemPreferencia"": null, ""amparoLegalCriterioDesempate"": null, ""paisOrigemProdutoServico"": null, ""localidadeExterior"": null, ""ordemClassificacaoSrp"": 1, ""dataResultado"": ""2026-05-25"", ""motivoCancelamento"": null, ""numeroControlePNCPCompra"": ""12456167000140-1-000005/2026"", ""situacaoCompraItemResultadoId"": 1, ""porteFornecedorNome"": ""EPP"", ""situacaoCompraItemResultadoNome"": ""Informado"", ""sequencialResultado"": 1, ""naturezaJuridicaNome"": null, ""localidadeFornecedor"": null, ""aplicacaoMargemPreferencia"": false, ""aplicacaoBeneficioMeEpp"": false, ""aplicacaoCriterioDesempate"": false, ""naturezaJuridicaId"": null}";2026-09-12T20:13:36.151564
12456167000140-1-000005/2026;7321374;1;37914628000102;GRAFICA DIGITAL PRINT LTDA;PJ;EPP;300.0;14.0;4200.0;1;Informado;2026-05-25;;0;sentinela/ausente sem motivo nem situacao de cancelamento -> nao cancelado;;1;Não se aplica;1.0;"{""indicadorSubcontratacao"": false, ""numeroItem"": 7321374, ""dataInclusao"": ""2026-05-25T09:09:19"", ""niFornecedor"": ""37914628000102"", ""dataCancelamento"": null, ""dataAtualizacao"": ""2026-05-25T09:09:19"", ""tipoPessoa"": ""PJ"", ""nomeRazaoSocialFornecedor"": ""GRAFICA DIGITAL PRINT LTDA"", ""valorTotalHomologado"": 4200.0, ""reservaRemanescente"": {""codigo"": 1, ""nome"": ""Não se aplica""}, ""timezoneCotacaoMoedaEstrangeira"": null, ""moedaEstrangeira"": null, ""valorNominalMoedaEstrangeira"": null, ""dataCotacaoMoedaEstrangeira"": null, ""codigoPais"": ""BRA"", ""porteFornecedorId"": 2, ""quantidadeHomologada"": 300.0, ""valorUnitarioHomologado"": 14.0, ""percentualDesconto"": 99.8922, ""amparoLegalMargemPreferencia"": null, ""amparoLegalCriterioDesempate"": null, ""paisOrigemProdutoServico"": null, ""localidadeExterior"": null, ""ordemClassificacaoSrp"": 1, ""dataResultado"": ""2026-05-25"", ""motivoCancelamento"": null, ""numeroControlePNCPCompra"": ""12456167000140-1-000005/2026"", ""situacaoCompraItemResultadoId"": 1, ""porteFornecedorNome"": ""EPP"", ""situacaoCompraItemResultadoNome"": ""Informado"", ""sequencialResultado"": 1, ""naturezaJuridicaNome"": null, ""localidadeFornecedor"": null, ""aplicacaoMargemPreferencia"": false, ""aplicacaoBeneficioMeEpp"": false, ""aplicacaoCriterioDesempate"": false, ""naturezaJuridicaId"": null}";2026-09-12T20:13:39.863157
12456167000140-1-000005/2026;7321375;1;37914628000102;GRAFICA DIGITAL PRINT LTDA;PJ;EPP;300.0;14.0;4200.0;1;Informado;2026-05-25;;0;sentinela/ausente sem motivo nem situacao de cancelamento -> nao cancelado;;1;Não se aplica;1.0;"{""indicadorSubcontratacao"": false, ""numeroItem"": 7321375, ""dataInclusao"": ""2026-05-25T09:09:21"", ""niFornecedor"": ""37914628000102"", ""dataCancelamento"": null, ""dataAtualizacao"": ""2026-05-25T09:09:21"", ""tipoPessoa"": ""PJ"", ""nomeRazaoSocialFornecedor"": ""GRAFICA DIGITAL PRINT LTDA"", ""valorTotalHomologado"": 4200.0, ""reservaRemanescente"": {""codigo"": 1, ""nome"": ""Não se aplica""}, ""timezoneCotacaoMoedaEstrangeira"": null, ""moedaEstrangeira"": null, ""valorNominalMoedaEstrangeira"": null, ""dataCotacaoMoedaEstrangeira"": null, ""codigoPais"": ""BRA"", ""porteFornecedorId"": 2, ""quantidadeHomologada"": 300.0, ""valorUnitarioHomologado"": 14.0, ""percentualDesconto"": 99.8922, ""amparoLegalMargemPreferencia"": null, ""amparoLegalCriterioDesempate"": null, ""paisOrigemProdutoServico"": null, ""localidadeExterior"": null, ""ordemClassificacaoSrp"": 1, ""dataResultado"": ""2026-05-25"", ""motivoCancelamento"": null, ""numeroControlePNCPCompra"": ""12456167000140-1-000005/2026"", ""situacaoCompraItemResultadoId"": 1, ""porteFornecedorNome"": ""EPP"", ""situacaoCompraItemResultadoNome"": ""Informado"", ""sequencialResultado"": 1, ""naturezaJuridicaNome"": null, ""localidadeFornecedor"": null, ""aplicacaoMargemPreferencia"": false, ""aplicacaoBeneficioMeEpp"": false, ""aplicacaoCriterioDesempate"": false, ""naturezaJuridicaId"": null}";2026-09-12T20:13:43.752402
10820882000195-1-000013/2026;1;1;49958380000160;49.958.380 EMERSON MEDEIROS SANTOS;PJ;ME;32.0;189.9;6076.8;1;Informado;2026-07-16;;0;sentinela/ausente sem motivo nem situacao de cancelamento -> nao cancelado;;1;Não se aplica;1.0;"{""indicadorSubcontratacao"": false, ""numeroItem"": 1, ""dataInclusao"": ""2026-07-16T10:34:37"", ""niFornecedor"": ""49958380000160"", ""dataCancelamento"": null, ""dataAtualizacao"": ""2026-07-16T10:34:37"", ""tipoPessoa"": ""PJ"", ""nomeRazaoSocialFornecedor"": ""49.958.380 EMERSON MEDEIROS SANTOS"", ""valorTotalHomologado"": 6076.8, ""reservaRemanescente"": {""codigo"": 1, ""nome"": ""Não se aplica""}, ""timezoneCotacaoMoedaEstrangeira"": null, ""moedaEstrangeira"": null, ""valorNominalMoedaEstrangeira"": null, ""dataCotacaoMoedaEstrangeira"": null, ""codigoPais"": ""BRA"", ""porteFornecedorId"": 1, ""quantidadeHomologada"": 32.0, ""valorUnitarioHomologado"": 189.9, ""percentualDesconto"": 0.0, ""amparoLegalMargemPreferencia"": null, ""amparoLegalCriterioDesempate"": null, ""paisOrigemProdutoServico"": null, ""localidadeExterior"": null, ""ordemClassificacaoSrp"": 1, ""dataResultado"": ""2026-07-16"", ""motivoCancelamento"": null, ""numeroControlePNCPCompra"": ""10820882000195-1-000013/2026"", ""situacaoCompraItemResultadoId"": 1, ""porteFornecedorNome"": ""ME"", ""situacaoCompraItemResultadoNome"": ""Informado"", ""sequencialResultado"": 1, ""naturezaJuridicaNome"": ""Empresário (Individual)"", ""localidadeFornecedor"": null, ""aplicacaoMargemPreferencia"": false, ""aplicacaoBeneficioMeEpp"": false, ""aplicacaoCriterioDesempate"": false, ""naturezaJuridicaId"": ""2135""}";2026-09-12T20:13:47.060140
10820882000195-1-000013/2026;2;1;22382705000153;RMM SPORTS COMERCIO DE PRODUTOS ESPORTIVOS LTDA;PJ;ME;2.0;124.61;249.22;1;Informado;2026-07-16;;0;sentinela/ausente sem motivo nem situacao de cancelamento -> nao cancelado;;1;Não se aplica;1.0;"{""naturezaJuridicaId"": ""2062"", ""reservaRemanescente"": {""codigo"": 1, ""nome"": ""Não se aplica""}, ""timezoneCotacaoMoedaEstrangeira"": null, ""moedaEstrangeira"": null, ""indicadorSubcontratacao"": false, ""dataInclusao"": ""2026-07-16T10:34:37"", ""numeroItem"": 2, ""niFornecedor"": ""22382705000153"", ""dataCancelamento"": null, ""dataAtualizacao"": ""2026-07-16T10:34:37"", ""tipoPessoa"": ""PJ"", ""nomeRazaoSocialFornecedor"": ""RMM SPORTS COMERCIO DE PRODUTOS ESPORTIVOS LTDA"", ""valorTotalHomologado"": 249.22, ""valorNominalMoedaEstrangeira"": null, ""dataCotacaoMoedaEstrangeira"": null, ""codigoPais"": ""BRA"", ""porteFornecedorId"": 1, ""quantidadeHomologada"": 2.0, ""valorUnitarioHomologado"": 124.61, ""percentualDesconto"": 0.0, ""amparoLegalMargemPreferencia"": null, ""amparoLegalCriterioDesempate"": null, ""paisOrigemProdutoServico"": null, ""localidadeExterior"": null, ""ordemClassificacaoSrp"": 1, ""dataResultado"": ""2026-07-16"", ""motivoCancelamento"": null, ""numeroControlePNCPCompra"": ""10820882000195-1-000013/2026"", ""aplicacaoMargemPreferencia"": false, ""aplicacaoBeneficioMeEpp"": false, ""aplicacaoCriterioDesempate"": false, ""situacaoCompraItemResultadoId"": 1, ""porteFornecedorNome"": ""ME"", ""situacaoCompraItemResultadoNome"": ""Informado"", ""sequencialResultado"": 1, ""naturezaJuridicaNome"": ""Sociedade Empresária Limitada"", ""localidadeFornecedor"": null}";2026-09-12T20:13:47.951729
10820882000195-1-000013/2026;5;1;56042208000128;L. V. PINTO LTDA;PJ;ME;44.0;214.76;9449.44;1;Informado;2026-07-16;;0;sentinela/ausente sem motivo nem situacao de cancelamento -> nao cancelado;;1;Não se aplica;1.0;"{""indicadorSubcontratacao"": false, ""numeroItem"": 5, ""dataInclusao"": ""2026-07-16T10:34:37"", ""niFornecedor"": ""56042208000128"", ""dataCancelamento"": null, ""dataAtualizacao"": ""2026-07-16T10:34:37"", ""tipoPessoa"": ""PJ"", ""nomeRazaoSocialFornecedor"": ""L. V. PINTO LTDA"", ""valorTotalHomologado"": 9449.44, ""reservaRemanescente"": {""codigo"": 1, ""nome"": ""Não se aplica""}, ""timezoneCotacaoMoedaEstrangeira"": null, ""moedaEstrangeira"": null, ""valorNominalMoedaEstrangeira"": null, ""dataCotacaoMoedaEstrangeira"": null, ""codigoPais"": ""BRA"", ""porteFornecedorId"": 1, ""quantidadeHomologada"": 44.0, ""valorUnitarioHomologado"": 214.76, ""percentualDesconto"": 0.0, ""amparoLegalMargemPreferencia"": null, ""amparoLegalCriterioDesempate"": null, ""paisOrigemProdutoServico"": null, ""localidadeExterior"": null, ""ordemClassificacaoSrp"": 1, ""dataResultado"": ""2026-07-16"", ""motivoCancelamento"": null, ""numeroControlePNCPCompra"": ""10820882000195-1-000013/2026"", ""situacaoCompraItemResultadoId"": 1, ""porteFornecedorNome"": ""ME"", ""situacaoCompraItemResultadoNome"": ""Informado"", ""sequencialResultado"": 1, ""naturezaJuridicaNome"": ""Sociedade Empresária Limitada"", ""localidadeFornecedor"": null, ""aplicacaoMargemPreferencia"": false, ""aplicacaoBeneficioMeEpp"": false, ""aplicacaoCriterioDesempate"": false, ""naturezaJuridicaId"": ""2062""}";2026-09-12T20:13:51.264031
10820882000195-1-000013/2026;6;1;02441945000174;TRAUM ARTIGOS ESPORTIVOS LTDA;PJ;ME;3.0;147.41;442.23;1;Informado;2026-07-16;;0;sentinela/ausente sem motivo nem situacao de cancelamento -> nao cancelado;;1;Não se aplica;1.0;"{""naturezaJuridicaId"": ""2062"", ""reservaRemanescente"": {""codigo"": 1, ""nome"": ""Não se aplica""}, ""timezoneCotacaoMoedaEstrangeira"": null, ""moedaEstrangeira"": null, ""indicadorSubcontratacao"": false, ""dataInclusao"": ""2026-07-16T10:34:37"", ""numeroItem"": 6, ""niFornecedor"": ""02441945000174"", ""dataCancelamento"": null, ""dataAtualizacao"": ""2026-07-16T10:34:37"", ""tipoPessoa"": ""PJ"", ""nomeRazaoSocialFornecedor"": ""TRAUM ARTIGOS ESPORTIVOS LTDA"", ""valorTotalHomologado"": 442.23, ""valorNominalMoedaEstrangeira"": null, ""dataCotacaoMoedaEstrangeira"": null, ""codigoPais"": ""BRA"", ""porteFornecedorId"": 1, ""quantidadeHomologada"": 3.0, ""valorUnitarioHomologado"": 147.41, ""percentualDesconto"": 0.0, ""amparoLegalMargemPreferencia"": null, ""amparoLegalCriterioDesempate"": null, ""paisOrigemProdutoServico"": null, ""localidadeExterior"": null, ""ordemClassificacaoSrp"": 1, ""dataResultado"": ""2026-07-16"", ""motivoCancelamento"": null, ""numeroControlePNCPCompra"": ""10820882000195-1-000013/2026"", ""aplicacaoMargemPreferencia"": false, ""aplicacaoBeneficioMeEpp"": false, ""aplicacaoCriterioDesempate"": false, ""situacaoCompraItemResultadoId"": 1, ""porteFornecedorNome"": ""ME"", ""situacaoCompraItemResultadoNome"": ""Informado"", ""sequencialResultado"": 1, ""naturezaJuridicaNome"": ""Sociedade Empresária Limitada"", ""localidadeFornecedor"": null}";2026-09-12T20:13:52.143307
10820882000195-1-000013/2026;7;1;02441945000174;TRAUM ARTIGOS ESPORTIVOS LTDA;PJ;ME;3.0;147.33;441.99;1;Informado;2026-07-16;;0;sentinela/ausente sem motivo nem situacao de cancelamento -> nao cancelado;;1;Não se aplica;1.0;"{""indicadorSubcontratacao"": false, ""numeroItem"": 7, ""dataInclusao"": ""2026-07-16T10:34:37"", ""niFornecedor"": ""02441945000174"", ""dataCancelamento"": null, ""dataAtualizacao"": ""2026-07-16T10:34:37"", ""tipoPessoa"": ""PJ"", ""nomeRazaoSocialFornecedor"": ""TRAUM ARTIGOS ESPORTIVOS LTDA"", ""valorTotalHomologado"": 441.99, ""reservaRemanescente"": {""codigo"": 1, ""nome"": ""Não se aplica""}, ""timezoneCotacaoMoedaEstrangeira"": null, ""moedaEstrangeira"": null, ""valorNominalMoedaEstrangeira"": null, ""dataCotacaoMoedaEstrangeira"": null, ""codigoPais"": ""BRA"", ""porteFornecedorId"": 1, ""quantidadeHomologada"": 3.0, ""valorUnitarioHomologado"": 147.33, ""percentualDesconto"": 0.0, ""amparoLegalMargemPreferencia"": null, ""amparoLegalCriterioDesempate"": {""id"": 157, ""nome"": ""Instrução normativa de critério de julgamento e/ou edital (Sorteio)"", ""descricao"": ""Critério de desempate: Realização de sorteio."", ""statusAtivo"": true}, ""paisOrigemProdutoServico"": null, ""localidadeExterior"": null, ""ordemClassificacaoSrp"": 1, ""dataResultado"": ""2026-07-16"", ""motivoCancelamento"": null, ""numeroControlePNCPCompra"": ""10820882000195-1-000013/2026"", ""situacaoCompraItemResultadoId"": 1, ""porteFornecedorNome"": ""ME"", ""situacaoCompraItemResultadoNome"": ""Informado"", ""sequencialResultado"": 1, ""naturezaJuridicaNome"": ""Sociedade Empresária Limitada"", ""localidadeFornecedor"": null, ""aplicacaoMargemPreferencia"": false, ""aplicacaoBeneficioMeEpp"": false, ""aplicacaoCriterioDesempate"": true, ""naturezaJuridicaId"": ""2062""}";2026-09-12T20:13:55.181689
10820882000195-1-000013/2026;9;1;02441945000174;TRAUM ARTIGOS ESPORTIVOS LTDA;PJ;ME;53.0;128.74;6823.22;1;Informado;2026-07-16;;0;sentinela/ausente sem motivo nem situacao de cancelamento -> nao cancelado;;1;Não se aplica;1.0;"{""indicadorSubcontratacao"": false, ""numeroItem"": 9, ""dataInclusao"": ""2026-07-16T10:34:37"", ""niFornecedor"": ""02441945000174"", ""dataCancelamento"": null, ""dataAtualizacao"": ""2026-07-16T10:34:37"", ""tipoPessoa"": ""PJ"", ""nomeRazaoSocialFornecedor"": ""TRAUM ARTIGOS ESPORTIVOS LTDA"", ""valorTotalHomologado"": 6823.22, ""reservaRemanescente"": {""codigo"": 1, ""nome"": ""Não se aplica""}, ""timezoneCotacaoMoedaEstrangeira"": null, ""moedaEstrangeira"": null, ""valorNominalMoedaEstrangeira"": null, ""dataCotacaoMoedaEstrangeira"": null, ""codigoPais"": ""BRA"", ""porteFornecedorId"": 1, ""quantidadeHomologada"": 53.0, ""valorUnitarioHomologado"": 128.74, ""percentualDesconto"": 0.0, ""amparoLegalMargemPreferencia"": null, ""amparoLegalCriterioDesempate"": null, ""paisOrigemProdutoServico"": null, ""localidadeExterior"": null, ""ordemClassificacaoSrp"": 1, ""dataResultado"": ""2026-07-16"", ""motivoCancelamento"": null, ""numeroControlePNCPCompra"": ""10820882000195-1-000013/2026"", ""situacaoCompraItemResultadoId"": 1, ""porteFornecedorNome"": ""ME"", ""situacaoCompraItemResultadoNome"": ""Informado"", ""sequencialResultado"": 1, ""naturezaJuridicaNome"": ""Sociedade Empresária Limitada"", ""localidadeFornecedor"": null, ""aplicacaoMargemPreferencia"": false, ""aplicacaoBeneficioMeEpp"": false, ""aplicacaoCriterioDesempate"": false, ""naturezaJuridicaId"": ""2062""}";2026-09-12T20:13:58.170016
10820882000195-1-000013/2026;10;1;03703336000109;ORBY SUPPLY COMERCIAL LTDA;PJ;ME;40.0;52.0;2080.0;1;Informado;2026-07-16;;0;sentinela/ausente sem motivo nem situacao de cancelamento -> nao cancelado;;1;Não se aplica;1.0;"{""indicadorSubcontratacao"": false, ""numeroItem"": 10, ""dataInclusao"": ""2026-07-16T10:34:37"", ""niFornecedor"": ""03703336000109"", ""dataCancelamento"": null, ""dataAtualizacao"": ""2026-07-16T10:34:37"", ""tipoPessoa"": ""PJ"", ""nomeRazaoSocialFornecedor"": ""ORBY SUPPLY COMERCIAL LTDA"", ""valorTotalHomologado"": 2080.0, ""reservaRemanescente"": {""codigo"": 1, ""nome"": ""Não se aplica""}, ""timezoneCotacaoMoedaEstrangeira"": null, ""moedaEstrangeira"": null, ""valorNominalMoedaEstrangeira"": null, ""dataCotacaoMoedaEstrangeira"": null, ""codigoPais"": ""BRA"", ""porteFornecedorId"": 1, ""quantidadeHomologada"": 40.0, ""valorUnitarioHomologado"": 52.0, ""percentualDesconto"": 0.0, ""amparoLegalMargemPreferencia"": null, ""amparoLegalCriterioDesempate"": null, ""paisOrigemProdutoServico"": null, ""localidadeExterior"": null, ""ordemClassificacaoSrp"": 1, ""dataResultado"": ""2026-07-16"", ""motivoCancelamento"": null, ""numeroControlePNCPCompra"": ""10820882000195-1-000013/2026"", ""situacaoCompraItemResultadoId"": 1, ""porteFornecedorNome"": ""ME"", ""situacaoCompraItemResultadoNome"": ""Informado"", ""sequencialResultado"": 1, ""naturezaJuridicaNome"": ""Sociedade Empresária Limitada"", ""localidadeFornecedor"": null, ""aplicacaoMargemPreferencia"": false, ""aplicacaoBeneficioMeEpp"": false, ""aplicacaoCriterioDesempate"": false, ""naturezaJuridicaId"": ""2062""}";2026-09-12T20:14:01.850767
